"","ID","GMCF_2615_053","GMCF_2615_054","GMCF_2615_056","GMCF_2615_057","GMCF_2615_059","GMCF_2615_061","GMCF_2615_063","GMCF_2615_065","GMCF_2615_066","GMCF_2615_120","GMCF_2615_121","GMCF_2615_123","GMCF_2615_124","GMCF_2615_126","GMCF_2615_128","GMCF_2615_130","GMCF_2615_132","GMCF_2615_133","pcrblank1","pcrblank2","pcrblank3","pcrblank4","lambdaDNA1","GMCF_2615_053_Illumina","GMCF_2615_054_Illumina","GMCF_2615_055_Illumina","GMCF_2615_057_Illumina","GMCF_2615_058_Illumina","GMCF_2615_059_Illumina","GMCF_2615_060_Illumina","GMCF_2615_061_Illumina","GMCF_2615_062_Illumina","GMCF_2615_063_Illumina","GMCF_2615_064_Illumina","GMCF_2615_065_Illumina","GMCF_2615_066_Illumina","GMCF_2615_067_Illumina","GMCF_2615_068_Illumina","GMCF_2615_120_Illumina","GMCF_2615_121_Illumina","GMCF_2615_122_Illumina","GMCF_2615_123_Illumina","GMCF_2615_124_Illumina","GMCF_2615_125_Illumina","GMCF_2615_126_Illumina","GMCF_2615_127_Illumina","GMCF_2615_128_Illumina","GMCF_2615_129_Illumina","GMCF_2615_130_Illumina","GMCF_2615_131_Illumina","GMCF_2615_132_Illumina","GMCF_2615_133_Illumina","GMCF_2615_134_Illumina","GMCF_2615_135_Illumina","GMCF_2615_NTC1_Illumina"
"121","Arthoniaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","Coniocybaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"123","Acrospermaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229,0,0
"124","Saccharataceae",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","Cladosporiaceae",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,209,1,0,0,0,6,23,42,0,38,0,1,116,0,0,0,0,89,0,0,0,85,0,19,26,0,0,2,23629,0,0
"126","Saccotheciaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,112,9,157,0,88,0,1,127,0,0,2,0,0,0,0,0,153,0,14,204,0,0,0,37655,0,0
"127","Mycosphaerellaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,2,7,27,10,0,0,0,84,0,0,0,0,0,0,0,0,103,0,1,0,4,0,1,8584,0,0
"128","Teratosphaeriaceae",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,2,1,0,0,649,25,239,46,436,0,5,459,0,3,0,3,11,0,1,0,325,0,249,904,150,0,1,105505,0,0
"129","Peltaster (no family in NCBI)",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,362,0,0
"130","Didymellaceae",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,1,0,160,0,0,2,1,36,1336,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,14753,0,0,0,1837,0,0
"131","Didymosphaeriaceae",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,977,0,0
"132","Lophiotremataceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0
"133","Periconiaceae",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,1234,0,0
"134","Pleosporaceae",0,0,0,9,0,8,12,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,123,501,3,8073,0,0,85243,134,918,62095,148,0,25,1433,0,5,3,3,47,91,37,0,48737,0,777,126780,40,10,3,1150411,2,0
"135","Unclassified Pleosporales",0,0,0,0,0,1,13,0,0,2,0,0,0,0,0,91,0,0,0,0,0,0,0,39,9,0,199,0,0,4101,31,231,5041,0,0,53,76,0,0,0,0,7,0,8,0,3210,0,23,18973,0,1,0,77448,0,2
"136","Pseudoperisporiaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3077,0,0,0,0,0,0
"137","Unclassified Dothideomycetes",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,108,172,0,0,0,0,1161,167,496,512,441,0,29,581,0,0,0,1,3,0,0,0,1977,0,121,1773,181,0,5,155527,0,0
"138","Sympoventuriaceae",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"139","Herpotrichiellaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,2769,0,0
"140","Aspergillaceae",0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,98,325,4,6,0,0,872,348,571,300,197,0,33,119,0,1,0,13,25,7,0,0,1234,0,293,579,54,30,17,45539,0,0
"141","Unclassified Eurotiales",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,48,0,0,0,0,4,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,1725,0,0
"142","Arthrodermataceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,0,0
"143","Unclassified Onygenales",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,0,0
"144","Unclassified Eurotiomycetes",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,743,0,133,28,36,0,0,5,0,0,0,0,0,0,0,0,532,0,0,0,0,0,0,3862,0,0
"145","Puttea (no family in NCBI)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"146","Unclassified Lecanoromycetes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1086,0,0
"147","Cadophora (no family in NCBI)",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"148","Dermateaceae",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0
"149","Drepanopezizaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"150","Hyaloscyphaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,0,0
"151","Leptodontidiaceae",0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,201,0,0
"152","Mollisiaceae",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,23,0,0
"153","Rutstroemiaceae",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"154","Sclerotiniaceae",2,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1264,0,0
"155","Unclassified Helotiales",8,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0,1,0,0,72,65,86,82,0,0,85,5,0,0,0,0,2,0,0,0,358,0,36,74,1,2,0,3653,0,0
"156","Tympanidaceae",0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"157","Pseudeurotiaceae",0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,72,1,1,0,0,0,175,2,66,4,1,0,0,7,0,0,0,0,0,0,0,0,292,0,2,57,0,0,0,1960,0,0
"158","Scytalidium (no family in NCBI)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"159","Unclassified Leotiomycetes",10,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,51,5,0,0,0,0,193,13,11,12,0,0,2,377,0,0,0,0,0,0,0,0,295,0,8,40,0,1,1,4906,0,0
"160","Xylogone (no family in NCBI)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,119,0,0,0,0,0,0,1110,0,0
"161","Pyronemataceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"162","Diaporthaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,856,0,0
"163","Unclassified Diaporthales",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0
"164","Glomerellaceae",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,777,2,820,0,0,0,0,27,0,0,0,0,1,0,0,0,2041,0,1141,0,0,0,0,25733,0,0
"165","Unclassified Glomerellales",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,264,0,0,0,0,0,0,11882,0,0
"166","Bionectriaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,0,0,0,0,0,0,1846,0,0
"167","Clavicipitaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,371,0,0,1,0,0,0,1152,0,0
"168","Nectriaceae",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,7,0,1,0,0,3851,6,39,135,0,0,1,58,0,1,1,0,22,0,1,0,7955,0,28,217,0,2,0,47895,0,0
"169","Unclassified Hypocreales",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,29,0,0,0,2384,6,834,97,0,0,2,55,0,0,0,0,3,0,0,1,3768,0,885,229,0,0,0,23050,0,0
"170","Pyriculariaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,466,0,0
"171","Unclassified Sordariomycetes",1,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,78,0,0,19321,25,858,135,6,0,2,117,0,0,0,0,0,0,0,0,35461,0,895,308,0,1,0,70880,0,0
"172","Hypoxylaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,174,0,0,0,0,0,0,579,0,0
"173","Unclassified Xylariales",0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450,0,0,11,0,0,0,4,0,0,0,0,0,0,0,0,146,0,0,4,0,0,0,2493,0,0
"174","Unclassified Ascomycota",35,0,0,0,0,0,2,0,0,261,0,0,0,0,0,14,0,0,0,0,0,0,0,139,169,0,18,0,0,9643,81,10474,1613,361,0,7,818,0,3,14,30,20,2,0,0,15372,0,15116,4804,116,1,1,497349,0,1
"175","Cyphobasidiales sp. (no family in NCBI)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,1,0,0,4,90,126,0,1,1,11,0,0,0,0,0,0,0,0,0,4,0,51,0,30,0,1,1162,0,0
"176","Symmetrosporaceae",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,341,0,0
"177","Malasseziaceae",1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1523,0,0
"178","Sporidiobolaceae",3,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3377,0,0
"179","Unclassified Microbotryomycetes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,2,0,0,0,0,43,26,19,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,14,0,0,0,2,3280,0,0
"180","Unclassified Basidiomycota",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,1,0,0,26,94,310,9,39,0,27,2772,0,0,0,0,24,0,0,0,12,0,147,7,184,0,10,1908081,0,0
"181","Aotidae",0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,855,0,0,0,2,28,0,17,94,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"182","Cebidae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0,8,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"183","Cervidae",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,559,0,0,0,0,0,0,0,22,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202,0,0
"184","Chlorocebus (no family in NCBI)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"185","Gorilla (no family in NCBI)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,503,8,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"186","Hipposideridae",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"187","Homo sapiens (no family in NCBI)",0,1,1,0,0,1,0,3,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,2,1964,0,15,0,0,11,17,39,171,0,0,145,12,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,64,0,0
"188","Hyaenidae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"189","Macaca (no family in NCBI)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1055,2,4,0,0,6,2,35,30,4,1,1,0,0,0,4,0,21,0,0,0,0,0,0,0,0,2,0,0,0,0
"190","Muridae",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"191","Pan (no family in NCBI)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,969,0,2,0,0,3,1,4,67,0,0,4,0,0,0,21,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
"192","Papio (no family in NCBI)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"193","Phyllostomidae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"194","Pongo (no family in NCBI)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,293,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"195","Pteropodidae",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"196","Unclassified Chordata",1,2,1,0,2,4,0,2,0,3,2,0,0,4,1,2,3,2,0,0,0,0,0,145,33224,70,313,0,2,630,63,1351,1649,261,17,157,56,67,0,32,2,339,0,102,0,6,0,7,3,42,10,11,1001,3,1
"197","Vespertilionidae",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"198","Unclassified Mucorales",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3662,0,0
"199","Diploscapter (no family in NCBI)",0,0,0,0,0,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1689,681,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,451,0,0,0,0,99,0,0
"200","Trichinellidae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,570,0,0,0,0,0,3,486,24,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,0,0
"201","Asteraceae",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,1,0,0,74,209,769,23,50,0,29,29,0,0,0,11,26,0,0,0,9,0,777,8,0,4,10,18151,1,0
"202","Salicaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0
"203","Malvaceae",0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,7,0,0,0,12,0,0
"204","Solanaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0,0
"205","Unclassified Eukaryota",2,0,1,0,0,2,0,0,0,4,1,1,1,0,1,1,0,0,0,0,0,0,25,36,1260,184,24,0,2,1160,395,26850,2522,3596,0,56,3173,0,1,0,101,1,0,0,0,773,0,11337,1638,1404,29,5,2387839,0,0
"206","No CDS",14,0,0,0,0,40,6,1,23,89,0,1,0,0,0,13,0,0,0,0,0,0,7,1315,498,385,141,0,0,12237,135779,141870,6917,2644,0,699486,670,0,3,0,217,48,2,19,32,14718,0,92040,6796,664,16,40231,467700,2,6
"207","Unclassified",423,185,254,133,147,17754,228,265,5723,2330,160,351,183,173,87,947,99,167,10,30,5,2,146107,5818,406427,2892,5554,20,350,217835,282928,4542443,173135,155339,200,107490,49913,176,583,833,2025,11334,139,998,256,149742,41,856826,51635,1675,2374,17454,32389112,172,1923
"208","Unmapped",87,34,122,47,57,45617,127,51,178,626,58,66,62,47,38,397,61,48,17,30,22,8,3101,88287,1831892,97965,44537,2,1840,1246033,211106,6575327,1253829,413831,1636,342932,25183,962,92,6147,47732,22702,1888,14388,4647,1275737,16,392071,640048,63726,12006,19225,11245897,868,2913
"209","Bacteriophage sp. (no family in NCBI)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"210","Rhabdoviridae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"211","Mimiviridae",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"212","Unclassified Viruses",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3532,0,0
"213","Alegriavirus (no family in NCBI)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"214","Bievrevirus (no family in NCBI)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"215","Caudoviricetes sp. (no family in NCBI)",1,0,0,0,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"216","Lambdavirus (no family in NCBI)",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"217","Lederbergvirus (no family in NCBI)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"218","Unclassified Caudoviricetes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"219","Unclassified Candidatus Bathyarchaeota",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"220","Unclassified Methanomassiliicoccales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0
"221","Unclassified Candidatus Woesearchaeota",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
